,#NCBI_GeneID,gencodeId,HGNC_ID,geneSymbol,name,refseq,RefSeq_prot,transcriptId,Ensembl_prot,MANE_status,GRCh38_chr,chr_start,chr_end,chr_strand
547,GeneID:797,ENSG00000175868,HGNC:1438,CALCB,calcitonin related polypeptide beta,NM_000728,NP_000719.1,ENST00000324229,ENSP00000346017.5,MANE Select,11,15073593,15078637,+
548,GeneID:799,ENSG00000004948,HGNC:1440,CALCR,calcitonin receptor,NM_001742,NP_001733.1,ENST00000426151,ENSP00000389295.1,MANE Select,7,93424486,93574724,-
549,GeneID:800,ENSG00000122786,HGNC:1441,CALD1,caldesmon 1,NM_033138,NP_149129.2,ENST00000361675,ENSP00000354826.2,MANE Select,7,134779634,134970729,+
550,GeneID:801,ENSG00000198668,HGNC:1442,CALM1,calmodulin 1,NM_006888,NP_008819.1,ENST00000356978,ENSP00000349467.4,MANE Select,14,90397029,90408268,+
551,GeneID:805,ENSG00000143933,HGNC:1445,CALM2,calmodulin 2,NM_001743,NP_001734.1,ENST00000272298,ENSP00000272298.7,MANE Select,2,47160084,47176511,-
552,GeneID:808,ENSG00000160014,HGNC:1449,CALM3,calmodulin 3,NM_005184,NP_005175.2,ENST00000291295,ENSP00000291295.8,MANE Select,19,46601330,46610782,+
553,GeneID:810,ENSG00000178363,HGNC:1452,CALML3,calmodulin like 3,NM_005185,NP_005176.1,ENST00000315238,ENSP00000315299.1,MANE Select,10,5524961,5526771,+
554,GeneID:811,ENSG00000179218,HGNC:1455,CALR,calreticulin,NM_004343,NP_004334.1,ENST00000316448,ENSP00000320866.4,MANE Select,19,12938609,12944489,+
555,GeneID:813,ENSG00000128595,HGNC:1458,CALU,calumenin,NM_001219,NP_001210.1,ENST00000249364,ENSP00000249364.4,MANE Select,7,128739359,128773400,+
556,GeneID:814,ENSG00000152495,HGNC:1464,CAMK4,calcium/calmodulin dependent protein kinase IV,NM_001744,NP_001735.1,ENST00000282356,ENSP00000282356.4,MANE Select,5,111224384,111494886,+
557,GeneID:815,ENSG00000070808,HGNC:1460,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,NM_015981,NP_057065.2,ENST00000671881,ENSP00000500386.1,MANE Select,5,150219491,150289773,-
558,GeneID:816,ENSG00000058404,HGNC:1461,CAMK2B,calcium/calmodulin dependent protein kinase II beta,NM_001220,NP_001211.3,ENST00000395749,ENSP00000379098.2,MANE Select,7,44217154,44325594,-
559,GeneID:817,ENSG00000145349,HGNC:1462,CAMK2D,calcium/calmodulin dependent protein kinase II delta,NM_001321571,NP_001308500.1,ENST00000511664,ENSP00000425824.1,MANE Select,4,113451032,113761738,-
560,GeneID:818,ENSG00000148660,HGNC:1463,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,NM_001367534,NP_001354463.1,ENST00000423381,ENSP00000410298.3,MANE Select,10,73812501,73874555,-
561,GeneID:819,ENSG00000164615,HGNC:1471,CAMLG,calcium modulating ligand,NM_001745,NP_001736.1,ENST00000297156,ENSP00000297156.2,MANE Select,5,134738548,134752157,+
562,GeneID:820,ENSG00000164047,HGNC:1472,CAMP,cathelicidin antimicrobial peptide,NM_004345,NP_004336.4,ENST00000652295,ENSP00000498425.1,MANE Select,3,48223495,48225485,+
563,GeneID:821,ENSG00000127022,HGNC:1473,CANX,calnexin,NM_001746,NP_001737.1,ENST00000247461,ENSP00000247461.4,MANE Select,5,179698967,179731641,+
564,GeneID:822,ENSG00000042493,HGNC:1474,CAPG,"capping actin protein, gelsolin like",NM_001747,NP_001738.2,ENST00000263867,ENSP00000263867.4,MANE Select,2,85394753,85410366,-
565,GeneID:823,ENSG00000014216,HGNC:1476,CAPN1,calpain 1,NM_005186,NP_005177.2,ENST00000279247,ENSP00000279247.7,MANE Select,11,65181928,65212006,+
566,GeneID:824,ENSG00000162909,HGNC:1479,CAPN2,calpain 2,NM_001748,NP_001739.3,ENST00000295006,ENSP00000295006.5,MANE Select,1,223712539,223776018,+
567,GeneID:825,ENSG00000092529,HGNC:1480,CAPN3,calpain 3,NM_000070,NP_000061.1,ENST00000397163,ENSP00000380349.3,MANE Select,15,42359501,42412317,+
568,GeneID:826,ENSG00000126247,HGNC:1481,CAPNS1,calpain small subunit 1,NM_001749,NP_001740.1,ENST00000246533,ENSP00000246533.2,MANE Select,19,36140066,36150353,+
569,GeneID:827,ENSG00000077274,HGNC:1483,CAPN6,calpain 6,NM_014289,NP_055104.2,ENST00000324068,ENSP00000317214.1,MANE Select,X,111245099,111270483,-
570,GeneID:828,ENSG00000105519,HGNC:1487,CAPS,calcyphosine,NM_004058,NP_004049.3,ENST00000588776,ENSP00000465883.2,MANE Select,19,5914254,5916211,+
571,GeneID:829,ENSG00000116489,HGNC:1488,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,NM_006135,NP_006126.1,ENST00000263168,ENSP00000263168.3,MANE Select,1,112619832,112671616,+
572,GeneID:830,ENSG00000198898,HGNC:1490,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2,NM_006136,NP_006127.1,ENST00000361183,ENSP00000354947.2,MANE Select,7,116862587,116922049,+
573,GeneID:831,ENSG00000153113,HGNC:1515,CAST,calpastatin,NM_001750,NP_001741.4,ENST00000675179,ENSP00000501872.1,MANE Select,5,96662376,96774683,+
574,GeneID:832,ENSG00000077549,HGNC:1491,CAPZB,capping actin protein of muscle Z-line subunit beta,NM_004930,NP_004921.1,ENST00000264202,ENSP00000264202.7,MANE Select,1,19338775,19485539,-
575,GeneID:833,ENSG00000110619,HGNC:1493,CARS1,cysteinyl-tRNA synthetase 1,NM_001014437,NP_001014437.1,ENST00000380525,ENSP00000369897.4,MANE Select,11,3000929,3057423,-
576,GeneID:834,ENSG00000137752,HGNC:1499,CASP1,caspase 1,NM_001257118,NP_001244047.1,ENST00000533400,ENSP00000433138.1,MANE Select,11,105025508,105035144,-
577,GeneID:835,ENSG00000106144,HGNC:1503,CASP2,caspase 2,NM_032982,NP_116764.2,ENST00000310447,ENSP00000312664.5,MANE Select,7,143288351,143307696,+
578,GeneID:836,ENSG00000164305,HGNC:1504,CASP3,caspase 3,NM_004346,NP_004337.2,ENST00000308394,ENSP00000311032.4,MANE Select,4,184627696,184649447,-
579,GeneID:837,ENSG00000196954,HGNC:1505,CASP4,caspase 4,NM_001225,NP_001216.1,ENST00000444739,ENSP00000388566.2,MANE Select,11,104942866,104968574,-
580,GeneID:838,ENSG00000137757,HGNC:1506,CASP5,caspase 5,NM_004347,NP_004338.3,ENST00000260315,ENSP00000260315.3,MANE Select,11,104994243,105023168,-
581,GeneID:839,ENSG00000138794,HGNC:1507,CASP6,caspase 6,NM_001226,NP_001217.2,ENST00000265164,ENSP00000265164.2,MANE Select,4,109688628,109703445,-
582,GeneID:840,ENSG00000165806,HGNC:1508,CASP7,caspase 7,NM_001227,NP_001218.1,ENST00000369318,ENSP00000358324.4,MANE Select,10,113679912,113730905,+
583,GeneID:841,ENSG00000064012,HGNC:1509,CASP8,caspase 8,NM_001372051,NP_001358980.1,ENST00000673742,ENSP00000501268.1,MANE Select,2,201260536,201287709,+
584,GeneID:842,ENSG00000132906,HGNC:1511,CASP9,caspase 9,NM_001229,NP_001220.2,ENST00000333868,ENSP00000330237.5,MANE Select,1,15491401,15524215,-
585,GeneID:843,ENSG00000003400,HGNC:1500,CASP10,caspase 10,NM_032977,NP_116759.2,ENST00000286186,ENSP00000286186.6,MANE Select,2,201183141,201221665,+
586,GeneID:844,ENSG00000143318,HGNC:1512,CASQ1,calsequestrin 1,NM_001231,NP_001222.3,ENST00000368078,ENSP00000357057.3,MANE Select,1,160190575,160201886,+
587,GeneID:845,ENSG00000118729,HGNC:1513,CASQ2,calsequestrin 2,NM_001232,NP_001223.2,ENST00000261448,ENSP00000261448.5,MANE Select,1,115700021,115768714,-
588,GeneID:846,ENSG00000036828,HGNC:1514,CASR,calcium sensing receptor,NM_000388,NP_000379.3,ENST00000639785,ENSP00000491584.2,MANE Select,3,122183668,122291629,+
589,GeneID:847,ENSG00000121691,HGNC:1516,CAT,catalase,NM_001752,NP_001743.1,ENST00000241052,ENSP00000241052.4,MANE Select,11,34438934,34472060,+
590,GeneID:857,ENSG00000105974,HGNC:1527,CAV1,caveolin 1,NM_001753,NP_001744.2,ENST00000341049,ENSP00000339191.2,MANE Select,7,116525036,116561179,+
591,GeneID:858,ENSG00000105971,HGNC:1528,CAV2,caveolin 2,NM_001233,NP_001224.1,ENST00000222693,ENSP00000222693.4,MANE Select,7,116499738,116508541,+
592,GeneID:859,ENSG00000182533,HGNC:1529,CAV3,caveolin 3,NM_033337,NP_203123.1,ENST00000343849,ENSP00000341940.2,MANE Select,3,8733802,8746758,+
593,GeneID:860,ENSG00000124813,HGNC:10472,RUNX2,RUNX family transcription factor 2,NM_001024630,NP_001019801.3,ENST00000647337,ENSP00000495497.1,MANE Select,6,45328330,45551082,+
594,GeneID:861,ENSG00000159216,HGNC:10471,RUNX1,RUNX family transcription factor 1,NM_001754,NP_001745.2,ENST00000675419,ENSP00000501943.1,MANE Select,21,34787801,35049302,-
595,GeneID:863,ENSG00000129993,HGNC:1537,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,NM_005187,NP_005178.4,ENST00000268679,ENSP00000268679.4,MANE Select,16,88874858,88977207,-
596,GeneID:864,ENSG00000020633,HGNC:10473,RUNX3,RUNX family transcription factor 3,NM_004350,NP_004341.1,ENST00000308873,ENSP00000308051.6,MANE Select,1,24899511,24930276,-
597,GeneID:865,ENSG00000067955,HGNC:1539,CBFB,core-binding factor subunit beta,NM_022845,NP_074036.1,ENST00000412916,ENSP00000415151.2,MANE Select,16,67029149,67101058,+
598,GeneID:866,ENSG00000170099,HGNC:1540,SERPINA6,serpin family A member 6,NM_001756,NP_001747.3,ENST00000341584,ENSP00000342850.3,MANE Select,14,94304248,94323336,-
599,GeneID:867,ENSG00000110395,HGNC:1541,CBL,Cbl proto-oncogene,NM_005188,NP_005179.2,ENST00000264033,ENSP00000264033.3,MANE Select,11,119206339,119308149,+
600,GeneID:868,ENSG00000114423,HGNC:1542,CBLB,Cbl proto-oncogene B,NM_170662,NP_733762.2,ENST00000394030,ENSP00000377598.4,MANE Select,3,105655461,105869012,-
601,GeneID:869,ENSG00000102924,HGNC:1543,CBLN1,cerebellin 1 precursor,NM_004352,NP_004343.1,ENST00000219197,ENSP00000219197.5,MANE Select,16,49277917,49281838,-
602,GeneID:871,ENSG00000149257,HGNC:1546,SERPINH1,serpin family H member 1,NM_001235,NP_001226.2,ENST00000358171,ENSP00000350894.4,MANE Select,11,75562253,75572783,+
603,GeneID:873,ENSG00000159228,HGNC:1548,CBR1,carbonyl reductase 1,NM_001757,NP_001748.1,ENST00000290349,ENSP00000290349.6,MANE Select,21,36070024,36073164,+
604,GeneID:874,ENSG00000159231,HGNC:1549,CBR3,carbonyl reductase 3,NM_001236,NP_001227.1,ENST00000290354,ENSP00000290354.5,MANE Select,21,36135079,36146562,+
605,GeneID:875,ENSG00000160200,HGNC:1550,CBS,cystathionine beta-synthase,NM_000071,NP_000062.1,ENST00000398165,ENSP00000381231.4,MANE Select,21,43053191,43075835,-
606,GeneID:881,ENSG00000185972,HGNC:1568,CCIN,calicin,NM_005893,NP_005884.2,ENST00000335119,ENSP00000334996.2,MANE Select,9,36169388,36171334,+
607,GeneID:883,ENSG00000171097,HGNC:1564,KYAT1,kynurenine aminotransferase 1,NM_004059,NP_004050.3,ENST00000302586,ENSP00000302227.3,MANE Select,9,128832942,128881950,-
608,GeneID:885,ENSG00000187094,HGNC:1569,CCK,cholecystokinin,NM_000729,NP_000720.1,ENST00000396169,ENSP00000379472.2,MANE Select,3,42257826,42266185,-
609,GeneID:886,ENSG00000163394,HGNC:1570,CCKAR,cholecystokinin A receptor,NM_000730,NP_000721.1,ENST00000295589,ENSP00000295589.3,MANE Select,4,26481396,26490484,-
610,GeneID:887,ENSG00000110148,HGNC:1571,CCKBR,cholecystokinin B receptor,NM_176875,NP_795344.1,ENST00000334619,ENSP00000335544.2,MANE Select,11,6259838,6272127,+
611,GeneID:889,ENSG00000001631,HGNC:1573,KRIT1,KRIT1 ankyrin repeat containing,NM_194454,NP_919436.1,ENST00000394505,ENSP00000378013.2,MANE Select,7,92199413,92245914,-
612,GeneID:890,ENSG00000145386,HGNC:1578,CCNA2,cyclin A2,NM_001237,NP_001228.2,ENST00000274026,ENSP00000274026.5,MANE Select,4,121816444,121823883,-
613,GeneID:891,ENSG00000134057,HGNC:1579,CCNB1,cyclin B1,NM_031966,NP_114172.1,ENST00000256442,ENSP00000256442.5,MANE Select,5,69167150,69178245,+
614,GeneID:892,ENSG00000112237,HGNC:1581,CCNC,cyclin C,NM_005190,NP_005181.2,ENST00000520429,ENSP00000428982.1,MANE Select,6,99542387,99568660,-
615,GeneID:894,ENSG00000118971,HGNC:1583,CCND2,cyclin D2,NM_001759,NP_001750.1,ENST00000261254,ENSP00000261254.3,MANE Select,12,4273762,4305353,+
616,GeneID:896,ENSG00000112576,HGNC:1585,CCND3,cyclin D3,NM_001760,NP_001751.1,ENST00000372991,ENSP00000362082.5,MANE Select,6,41934952,41941808,-
617,GeneID:898,ENSG00000105173,HGNC:1589,CCNE1,cyclin E1,NM_001238,NP_001229.1,ENST00000262643,ENSP00000262643.3,MANE Select,19,29811991,29824312,+
618,GeneID:899,ENSG00000162063,HGNC:1591,CCNF,cyclin F,NM_001761,NP_001752.2,ENST00000397066,ENSP00000380256.4,MANE Select,16,2429447,2458854,+
619,GeneID:900,ENSG00000113328,HGNC:1592,CCNG1,cyclin G1,NM_004060,NP_004051.1,ENST00000340828,ENSP00000344635.2,MANE Select,5,163437595,163445016,+
620,GeneID:901,ENSG00000138764,HGNC:1593,CCNG2,cyclin G2,NM_004354,NP_004345.1,ENST00000316355,ENSP00000315743.5,MANE Select,4,77157207,77170060,+
621,GeneID:902,ENSG00000134480,HGNC:1594,CCNH,cyclin H,NM_001239,NP_001230.1,ENST00000256897,ENSP00000256897.4,MANE Select,5,87394274,87412930,-
622,GeneID:904,ENSG00000129315,HGNC:1599,CCNT1,cyclin T1,NM_001240,NP_001231.2,ENST00000261900,ENSP00000261900.3,MANE Select,12,48688458,48716707,-
623,GeneID:905,ENSG00000082258,HGNC:1600,CCNT2,cyclin T2,NM_058241,NP_490595.1,ENST00000264157,ENSP00000264157.5,MANE Select,2,134918822,134959342,+
624,GeneID:908,ENSG00000146731,HGNC:1620,CCT6A,chaperonin containing TCP1 subunit 6A,NM_001762,NP_001753.1,ENST00000275603,ENSP00000275603.4,MANE Select,7,56051765,56063989,+
625,GeneID:909,ENSG00000158477,HGNC:1634,CD1A,CD1a molecule,NM_001763,NP_001754.2,ENST00000289429,ENSP00000289429.5,MANE Select,1,158254424,158258269,+
626,GeneID:910,ENSG00000158485,HGNC:1635,CD1B,CD1b molecule,NM_001764,NP_001755.1,ENST00000368168,ENSP00000357150.3,MANE Select,1,158327955,158331531,-
627,GeneID:911,ENSG00000158481,HGNC:1636,CD1C,CD1c molecule,NM_001765,NP_001756.2,ENST00000368170,ENSP00000357152.3,MANE Select,1,158289923,158294774,+
628,GeneID:912,ENSG00000158473,HGNC:1637,CD1D,CD1d molecule,NM_001371762,NP_001358691.1,ENST00000674085,ENSP00000501100.1,MANE Select,1,158180895,158186427,+
629,GeneID:913,ENSG00000158488,HGNC:1638,CD1E,CD1e molecule,NM_030893,NP_112155.2,ENST00000368167,ENSP00000357149.3,MANE Select,1,158353894,158357553,+
630,GeneID:914,ENSG00000116824,HGNC:1639,CD2,CD2 molecule,NM_001767,NP_001758.2,ENST00000369478,ENSP00000358490.3,MANE Select,1,116754430,116769229,+
631,GeneID:915,ENSG00000167286,HGNC:1673,CD3D,CD3d molecule,NM_000732,NP_000723.1,ENST00000300692,ENSP00000300692.4,MANE Select,11,118339075,118342705,-
632,GeneID:916,ENSG00000198851,HGNC:1674,CD3E,CD3e molecule,NM_000733,NP_000724.1,ENST00000361763,ENSP00000354566.4,MANE Select,11,118304730,118316173,+
633,GeneID:917,ENSG00000160654,HGNC:1675,CD3G,CD3g molecule,NM_000073,NP_000064.1,ENST00000532917,ENSP00000431445.2,MANE Select,11,118344344,118355161,+
634,GeneID:919,ENSG00000198821,HGNC:1677,CD247,CD247 molecule,NM_198053,NP_932170.1,ENST00000362089,ENSP00000354782.5,MANE Select,1,167430640,167518529,-
635,GeneID:920,ENSG00000010610,HGNC:1678,CD4,CD4 molecule,NM_000616,NP_000607.1,ENST00000011653,ENSP00000011653.4,MANE Select,12,6789528,6820799,+
636,GeneID:921,ENSG00000110448,HGNC:1685,CD5,CD5 molecule,NM_014207,NP_055022.2,ENST00000347785,ENSP00000342681.3,MANE Select,11,61102489,61127852,+
637,GeneID:922,ENSG00000073754,HGNC:1690,CD5L,CD5 molecule like,NM_005894,NP_005885.1,ENST00000368174,ENSP00000357156.4,MANE Select,1,157830911,157841808,-
638,GeneID:923,ENSG00000013725,HGNC:1691,CD6,CD6 molecule,NM_006725,NP_006716.3,ENST00000313421,ENSP00000323280.7,MANE Select,11,60971680,61020377,+
639,GeneID:924,ENSG00000173762,HGNC:1695,CD7,CD7 molecule,NM_006137,NP_006128.1,ENST00000312648,ENSP00000312027.3,MANE Select,17,82314873,82317608,-
640,GeneID:925,ENSG00000153563,HGNC:1706,CD8A,CD8a molecule,NM_001768,NP_001759.3,ENST00000283635,ENSP00000283635.3,MANE Select,2,86784610,86790913,-
641,GeneID:926,ENSG00000172116,HGNC:1707,CD8B,CD8b molecule,NM_004931,NP_004922.1,ENST00000390655,ENSP00000375070.6,MANE Select,2,86838167,86861886,-
642,GeneID:927,ENSG00000254126,HGNC:1708,CD8B2,CD8b2 molecule,NM_001349727,NP_001336656.1,ENST00000643224,ENSP00000496416.1,MANE Select,2,106487364,106511095,+
643,GeneID:928,ENSG00000010278,HGNC:1709,CD9,CD9 molecule,NM_001769,NP_001760.1,ENST00000009180,ENSP00000009180.4,MANE Select,12,6200400,6238266,+
644,GeneID:929,ENSG00000170458,HGNC:1628,CD14,CD14 molecule,NM_000591,NP_000582.1,ENST00000302014,ENSP00000304236.6,MANE Select,5,140631732,140633175,-
645,GeneID:930,ENSG00000177455,HGNC:1633,CD19,CD19 molecule,NM_001770,NP_001761.3,ENST00000538922,ENSP00000437940.2,MANE Select,16,28931971,28939342,+
646,GeneID:931,ENSG00000156738,HGNC:7315,MS4A1,membrane spanning 4-domains A1,NM_152866,NP_690605.1,ENST00000345732,ENSP00000314620.7,MANE Select,11,60455847,60470752,+
647,GeneID:932,ENSG00000149516,HGNC:7317,MS4A3,membrane spanning 4-domains A3,NM_006138,NP_006129.4,ENST00000278865,ENSP00000278865.3,MANE Select,11,60056665,60071115,+
648,GeneID:933,ENSG00000012124,HGNC:1643,CD22,CD22 molecule,NM_001771,NP_001762.2,ENST00000085219,ENSP00000085219.4,MANE Select,19,35329187,35347361,+
649,GeneID:939,ENSG00000139193,HGNC:11922,CD27,CD27 molecule,NM_001242,NP_001233.2,ENST00000266557,ENSP00000266557.3,MANE Select,12,6444955,6451713,+
650,GeneID:940,ENSG00000178562,HGNC:1653,CD28,CD28 molecule,NM_006139,NP_006130.1,ENST00000324106,ENSP00000324890.7,MANE Select,2,203706639,203738912,+
651,GeneID:941,ENSG00000121594,HGNC:1700,CD80,CD80 molecule,NM_005191,NP_005182.1,ENST00000264246,ENSP00000264246.3,MANE Select,3,119524293,119559614,-
652,GeneID:942,ENSG00000114013,HGNC:1705,CD86,CD86 molecule,NM_175862,NP_787058.5,ENST00000330540,ENSP00000332049.2,MANE Select,3,122055362,122121136,+
653,GeneID:943,ENSG00000120949,HGNC:11923,TNFRSF8,TNF receptor superfamily member 8,NM_001243,NP_001234.3,ENST00000263932,ENSP00000263932.2,MANE Select,1,12063303,12144207,+
654,GeneID:944,ENSG00000106952,HGNC:11938,TNFSF8,TNF superfamily member 8,NM_001244,NP_001235.1,ENST00000223795,ENSP00000223795.2,MANE Select,9,114901145,114930591,-
655,GeneID:945,ENSG00000105383,HGNC:1659,CD33,CD33 molecule,NM_001772,NP_001763.3,ENST00000262262,ENSP00000262262.3,MANE Select,19,51225080,51240016,+
656,GeneID:946,ENSG00000105492,HGNC:10875,SIGLEC6,sialic acid binding Ig like lectin 6,NM_001245,NP_001236.4,ENST00000425629,ENSP00000401502.2,MANE Select,19,51517819,51531670,-
657,GeneID:947,ENSG00000174059,HGNC:1662,CD34,CD34 molecule,NM_001025109,NP_001020280.1,ENST00000310833,ENSP00000310036.7,MANE Select,1,207880972,207911125,-
658,GeneID:948,ENSG00000135218,HGNC:1663,CD36,CD36 molecule,NM_001001548,NP_001001548.1,ENST00000447544,ENSP00000415743.2,MANE Select,7,80638642,80679274,+
659,GeneID:949,ENSG00000073060,HGNC:1664,SCARB1,scavenger receptor class B member 1,NM_005505,NP_005496.4,ENST00000261693,ENSP00000261693.6,MANE Select,12,124776856,124863864,-
660,GeneID:950,ENSG00000138760,HGNC:1665,SCARB2,scavenger receptor class B member 2,NM_005506,NP_005497.1,ENST00000264896,ENSP00000264896.2,MANE Select,4,76158737,76213824,-
661,GeneID:951,ENSG00000104894,HGNC:1666,CD37,CD37 molecule,NM_001774,NP_001765.1,ENST00000323906,ENSP00000325708.3,MANE Select,19,49335406,49340606,+
662,GeneID:952,ENSG00000004468,HGNC:1667,CD38,CD38 molecule,NM_001775,NP_001766.2,ENST00000226279,ENSP00000226279.2,MANE Select,4,15778328,15853232,+
663,GeneID:953,ENSG00000138185,HGNC:3363,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,NM_001776,NP_001767.3,ENST00000371205,ENSP00000360248.4,MANE Select,10,95756163,95877266,+
664,GeneID:954,ENSG00000054179,HGNC:3364,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,NM_203468,NP_982293.1,ENST00000355097,ENSP00000347213.2,MANE Select,9,137048107,137054061,-
665,GeneID:955,ENSG00000197586,HGNC:3368,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6,NM_001247,NP_001238.3,ENST00000376652,ENSP00000365840.4,MANE Select,20,25195712,25228075,+
666,GeneID:956,ENSG00000168032,HGNC:3365,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,NM_001248,NP_001239.2,ENST00000301825,ENSP00000301825.3,MANE Select,3,40387184,40428744,+
667,GeneID:957,ENSG00000187097,HGNC:3367,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),NM_001249,NP_001240.1,ENST00000334696,ENSP00000335246.6,MANE Select,14,73963230,74019288,-
668,GeneID:958,ENSG00000101017,HGNC:11919,CD40,CD40 molecule,NM_001250,NP_001241.1,ENST00000372285,ENSP00000361359.3,MANE Select,20,46118314,46129858,+
669,GeneID:959,ENSG00000102245,HGNC:11935,CD40LG,CD40 ligand,NM_000074,NP_000065.1,ENST00000370629,ENSP00000359663.2,MANE Select,X,136648158,136660390,+
670,GeneID:960,ENSG00000026508,HGNC:1681,CD44,CD44 molecule (Indian blood group),NM_000610,NP_000601.3,ENST00000428726,ENSP00000398632.2,MANE Select,11,35139171,35232402,+
671,GeneID:961,ENSG00000196776,HGNC:1682,CD47,CD47 molecule,NM_001777,NP_001768.1,ENST00000361309,ENSP00000355361.5,MANE Select,3,108043091,108091031,-
672,GeneID:962,ENSG00000117091,HGNC:1683,CD48,CD48 molecule,NM_001778,NP_001769.2,ENST00000368046,ENSP00000357025.3,MANE Select,1,160678746,160711822,-
673,GeneID:963,ENSG00000143119,HGNC:1686,CD53,CD53 molecule,NM_000560,NP_000551.1,ENST00000271324,ENSP00000271324.5,MANE Select,1,110873148,110899922,+
674,GeneID:965,ENSG00000116815,HGNC:1688,CD58,CD58 molecule,NM_001779,NP_001770.1,ENST00000369489,ENSP00000358501.5,MANE Select,1,116514534,116571026,-
675,GeneID:966,ENSG00000085063,HGNC:1689,CD59,CD59 molecule (CD59 blood group),NM_000611,NP_000602.1,ENST00000642928,ENSP00000494884.1,MANE Select,11,33703010,33736423,-
676,GeneID:967,ENSG00000135404,HGNC:1692,CD63,CD63 molecule,NM_001780,NP_001771.1,ENST00000257857,ENSP00000257857.4,MANE Select,12,55725323,55729009,-
677,GeneID:968,ENSG00000129226,HGNC:1693,CD68,CD68 molecule,NM_001251,NP_001242.2,ENST00000250092,ENSP00000250092.6,MANE Select,17,7579638,7582111,+
